Compound_id,pChEMBL Value,smiles
CHEMBL215919,6.66,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
CHEMBL2234211,,O=c1[nH]cnc2c(-c3ccc(Br)cc3)n[nH]c12
CHEMBL2234212,,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1
CHEMBL2234213,,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1
CHEMBL2234214,,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1
CHEMBL2234215,,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1
CHEMBL2234216,,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O
CHEMBL2234217,,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O
CHEMBL2234218,,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1
CHEMBL2234219,,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1
CHEMBL2234220,,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N
CHEMBL2234268,,CCOC(=O)c1[nH]nc(-c2ccc(Br)cc2)c1N
CHEMBL2234269,,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12
CHEMBL2234607,,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c(CN3CCOCC3)cc(Cl)cc12
CHEMBL2234608,5.32,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c(CN3CCNCC3)cc(Cl)cc12
CHEMBL2234609,,CN(C)Cc1cc(Cl)cc2c(=O)cc(-c3ccc([N+](=O)[O-])cc3)oc12
CHEMBL2234610,5.67,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c(Cn3ccnc3)cc(Cl)cc12
CHEMBL2234611,5.69,CCN(CC)Cc1cc(Cl)cc2c(=O)cc(-c3ccccc3Cl)oc12
CHEMBL2234612,,O=c1cc(-c2ccccc2Cl)oc2c(CN3CCCCC3)cc(Cl)cc12
CHEMBL2234613,,CN1CCN(Cc2cc(Cl)cc3c(=O)cc(-c4ccccc4Cl)oc23)CC1
CHEMBL2234614,,O=c1cc(-c2ccccc2Cl)oc2c(CN3CCOCC3)cc(Cl)cc12
CHEMBL2234615,,O=c1cc(-c2ccccc2Cl)oc2c(CN3CCNCC3)cc(Cl)cc12
CHEMBL2234616,,CN(C)Cc1cc(Cl)cc2c(=O)cc(-c3ccccc3Cl)oc12
CHEMBL2234617,,O=c1cc(-c2ccccc2Cl)oc2c(Cn3ccnc3)cc(Cl)cc12
CHEMBL2234618,5.66,O=c1cc(-c2ccc(Cl)cc2)oc2c(CN3CCOCC3)cc(Cl)cc12
CHEMBL2234627,,Cc1cccc2c(=O)cc(-c3ccc([N+](=O)[O-])cc3)oc12
CHEMBL2234628,,Cc1cc(Cl)cc2c1CC(c1ccc([N+](=O)[O-])cc1)=CC2=O
CHEMBL2234629,,Cc1cc(Cl)cc2c(=O)cc(-c3ccc(Cl)cc3)oc12
CHEMBL2234630,,Cc1cc(Cl)cc2c(=O)cc(-c3ccccc3Cl)oc12
CHEMBL2234631,,Cc1cc(Cl)cc2c(=O)cc(-c3ccc(N)cc3)oc12
CHEMBL2234632,5.66,CCN(CC)Cc1cccc2c(=O)cc(-c3ccc([N+](=O)[O-])cc3)oc12
CHEMBL2234633,5.09,CN1CCN(Cc2cccc3c(=O)cc(-c4ccc([N+](=O)[O-])cc4)oc23)CC1
CHEMBL2234634,,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c(CN3CCOCC3)cccc12
CHEMBL2234635,,CCN(CC)Cc1cc(Cl)cc2c(=O)cc(-c3ccc([N+](=O)[O-])cc3)oc12
CHEMBL2234636,,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c(CN3CCCCC3)cc(Cl)cc12
CHEMBL2234637,5.21,CN1CCN(Cc2cc(Cl)cc3c(=O)cc(-c4ccc([N+](=O)[O-])cc4)oc23)CC1
CHEMBL2312185,6.73,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1
CHEMBL23254,8.22,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
CHEMBL23327,8.4,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
CHEMBL23327,6.21,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
CHEMBL2335927,4.42,Cn1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2335928,4.25,CCCn1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2335929,4.83,CC(C)n1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2335930,,CC(C)Cn1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2335931,4.9,CCn1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2335932,,N=C(N)Nc1nc(N)nc2c1ncn2CC(F)(F)F
CHEMBL2335933,,N=C(N)Nc1nc(N)nc2c1ncn2CCO
CHEMBL2336367,,N=C(N)Nc1nc(N)nc2c1ncn2CCN
CHEMBL2336368,,[N-]=[N+]=NCCn1cnc2c(NC(=N)N)nc(N)nc21
CHEMBL2336369,,Cn1cnc2c(NC(=N)N)ncnc21
CHEMBL2336370,4.19,CC(C)n1cnc2c(N)nc(N)nc21
CHEMBL2336371,4.43,CCn1cnc2c(N)nc(N)nc21
CHEMBL2336372,,CN(C)c1nc(N)nc2c1ncn2CCN=[N+]=[N-]
CHEMBL2336373,4.82,CC(C)n1cnc2c(NC(=N)N)nc(NCCO)nc21
CHEMBL2336374,5.39,CC(C)n1cnc2c(NC(=N)N)nc(NCCCO)nc21
CHEMBL2336375,5.38,CC(C)n1cnc2c(NC(=N)N)nc(NCCCCCCO)nc21
CHEMBL2336376,4.32,CC[C@@H](N)COc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336377,5.68,CC[C@H](CO)Nc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336378,5.09,CC[C@H](N)COc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336379,6.05,CC[C@@H](CO)Nc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336380,4.81,CC(C)[C@@H](N)COc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336381,5.7,CC(C)[C@H](CO)Nc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336382,5.96,CC(C)[C@H](N)COc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336383,5.96,CC(C)[C@@H](CO)Nc1nc(NC(=N)N)c2ncn(C(C)C)c2n1
CHEMBL2336384,5.19,CC(C)n1cnc2c(NC(=N)N)nc(NC3CC3)nc21
CHEMBL2336385,,CC(C)n1cnc2c(NC(=N)N)nc(OC[C@@H]3CCCN3)nc21
CHEMBL2336386,5.82,CC(C)n1cnc2c(NC(=N)N)nc(N3CCC[C@H]3CO)nc21
CHEMBL2336387,4.09,CC(C)n1cnc2c(NC(=N)N)nc(OC[C@H]3CCCN3)nc21
CHEMBL2336388,5.21,CC(C)n1cnc2c(NC(=N)N)nc(N3CCC[C@@H]3CO)nc21
CHEMBL2425655,5.82,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1
CHEMBL2425900,,N#C/N=[N+](\[O-])c1c(N)nc(N)nc1OCC1CCCCC1
CHEMBL2425901,,NC(=O)/N=[N+](\[O-])c1c(N)nc(N)nc1OCC1CCCCC1
CHEMBL2425902,,Cc1ccc(S(=O)(=O)/N=[N+](\[O-])c2c(N)nc(N)nc2OCC2CCCCC2)cc1
CHEMBL2425903,6.85,CNS(=O)(=O)c1ccc(Nc2nc(N)c(/[N+]([O-])=N/C#N)c(OCC3CCCCC3)n2)cc1
CHEMBL2425904,7.15,N#C/N=[N+](\[O-])c1c(N)nc(Nc2ccc(S(=O)(=O)NCCO)cc2)nc1OCC1CCCCC1
CHEMBL2435286,6.05,Cn1cc(-c2nc(-c3c[nH]c4ncccc34)cs2)c2cc(F)ccc21
CHEMBL2435287,6.12,Cn1cc(-c2csc(-c3c[nH]c4ccccc34)n2)c2cccnc21
CHEMBL2435289,6.07,Cn1cc(-c2nc(-c3cn(C)c4ncccc34)cs2)c2cc(F)ccc21
CHEMBL258765,,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21.[Cl-]
CHEMBL259244,4.57,CCC(C)Oc1nc(N)nc2[nH]cnc12
CHEMBL259244,4.57,CCC(C)Oc1nc(N)nc2[nH]cnc12
CHEMBL260864,,O=C1NC(=O)c2ccc(-c3ccoc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL26564,6.7,CCC(C)(O)C#Cc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
CHEMBL269872,4.68,CC(C)CCOc1nc(N)nc2[nH]cnc12
CHEMBL269872,4.68,CC(C)CCOc1nc(N)nc2[nH]cnc12
CHEMBL269881,5.16,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1
CHEMBL269881,4.58,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1
CHEMBL269881,5.16,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1
CHEMBL269881,4.58,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1
CHEMBL270483,4.04,C#CCOc1nc(N)nc2[nH]cnc12
CHEMBL270483,4.04,C#CCOc1nc(N)nc2[nH]cnc12
CHEMBL270945,4.21,CCCCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL270945,4.21,CCCCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL270946,4.5,CCCCOc1nc(N)nc2[nH]cnc12
CHEMBL270946,4.5,CCCCOc1nc(N)nc2[nH]cnc12
CHEMBL270979,4.43,Nc1nc(OCCC2CCCCC2)c2nc[nH]c2n1
CHEMBL270979,4.43,Nc1nc(OCCC2CCCCC2)c2nc[nH]c2n1
CHEMBL270980,4.35,CC(C)COc1nc(N)nc2[nH]cnc12
CHEMBL270980,4.35,CC(C)COc1nc(N)nc2[nH]cnc12
CHEMBL270982,4.72,C=C(CC)COc1nc(N)nc2[nH]cnc12
CHEMBL270982,4.72,C=C(CC)COc1nc(N)nc2[nH]cnc12
CHEMBL271564,4.12,CC/C=C/CCOc1nc(N)nc2[nH]cnc12
CHEMBL271564,4.12,CC/C=C/CCOc1nc(N)nc2[nH]cnc12
CHEMBL271593,4.82,Nc1nc(OCC2CCCC2)c2nc[nH]c2n1
CHEMBL271593,4.82,Nc1nc(OCC2CCCC2)c2nc[nH]c2n1
CHEMBL272186,4.82,CCOC(=O)c1cc2ccc3c4cccc(Cl)c4[nH]c3c2[nH]1
CHEMBL272399,,CCOC(=O)c1cc2ccc3c4cc(C)ccc4[nH]c3c2[nH]1
CHEMBL272400,,CCOC(=O)c1cc2ccc3c([nH]c4cccc(Cl)c43)c2[nH]1
CHEMBL272692,4.12,CCCOc1nc(N)nc2[nH]cnc12
CHEMBL272692,4.12,CCCOc1nc(N)nc2[nH]cnc12
CHEMBL272872,4.39,C=CCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL272872,4.39,C=CCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL280074,5.16,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
CHEMBL280074,5.16,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
CHEMBL280074,5.16,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
CHEMBL280074,5.16,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
CHEMBL280074,5.16,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
CHEMBL286423,,COc1ccc(-c2coc3c2-n2cccc2C3=O)cc1OC
CHEMBL287508,5.26,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1O
CHEMBL296468,6.32,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
CHEMBL296468,6.32,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
CHEMBL296468,6.32,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
CHEMBL296468,6.32,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
CHEMBL296586,6.4,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
CHEMBL296586,6.4,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
CHEMBL303379,5.4,Nc1nc(N)c(N=O)c(OCC2CC=CCC2)n1
CHEMBL303958,5.54,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1
CHEMBL303958,5.54,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1
CHEMBL3093075,5.8,Fc1ccccc1[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)C1CC1
CHEMBL3093076,5.14,Fc1ncccc1[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)C1CC1
CHEMBL3093077,,Fc1cnccc1[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)C1CC1
CHEMBL3093078,,Fc1ccccc1[C@H](Nc1nnc(-c2c[nH]c3ncncc23)o1)C1CC1
CHEMBL3093079,,Fc1ccc2c(-c3nnc(N[C@@H](c4cccnc4F)C4CC4)o3)c[nH]c2n1
CHEMBL3093080,5.18,Fc1cnc2[nH]cc(-c3nnc(N[C@@H](c4cccnc4F)C4CC4)o3)c2c1
CHEMBL3110218,4.11,CCc1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
CHEMBL3110220,,Nc1nc(OCC2CCCCC2)c2nc(-c3ccccc3Cl)[nH]c2n1
CHEMBL3110221,4.03,Cc1ccccc1-c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
CHEMBL3110222,,Nc1nc(OCC2CCCCC2)c2nc(C(F)(F)F)[nH]c2n1
CHEMBL3110223,,Cc1c(O)cccc1-c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
CHEMBL3110224,,Cc1c(C(=O)O)cccc1-c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
CHEMBL3110226,,Nc1nc(OCC2CCCCC2)c2nc(-c3cccc(S(N)(=O)=O)c3)[nH]c2n1
CHEMBL3110227,5.55,Cc1c(-c2nc3c(OCC4CCCCC4)nc(N)nc3[nH]2)cccc1S(N)(=O)=O
CHEMBL311228,6.47,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21
CHEMBL3115672,4.93,O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)[nH]n1)Nc1cccc2c1C1CCCN1C2=O
CHEMBL3125890,6.1,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12
CHEMBL317469,,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1
CHEMBL319467,6.6,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
CHEMBL319467,6.6,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
CHEMBL3215571,6,COCCN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1.Cl.Cl
CHEMBL3216218,6.52,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1.Cl.Cl
CHEMBL3216659,6.7,Cl.Cl.O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2/C1=N\OCCN1CCNCC1
CHEMBL3216892,6.4,Cl.Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCO)CC1
CHEMBL3216893,6.3,Cl.Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1
CHEMBL322182,,COc1ccc(CNc2ncnc3c(C(C)C)n[nH]c23)cc1O
CHEMBL323015,5.19,Cc1cc(C)nc(Sc2cc(=O)c3c(O)cc(O)c(C4CCN(C)CC4O)c3o2)n1
CHEMBL3237442,5.52,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1
CHEMBL3237443,5.12,Fc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12
CHEMBL3237444,5.48,Clc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12
CHEMBL3237445,5.65,Cc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12
CHEMBL3237446,5,O=c1[nH]ccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12
CHEMBL3237447,4.52,N#Cc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12
CHEMBL3237448,5.32,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2nn1
CHEMBL3237449,4.89,C[C@@H](CO)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21
CHEMBL3237450,5.47,O[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1
CHEMBL3237451,5.18,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCCC3)c2cn1
CHEMBL3237702,5.28,CC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1
CHEMBL3237703,5.58,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1
CHEMBL3237704,5.54,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1
CHEMBL3237705,5.53,CC1(C)CCCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)C1
CHEMBL3237706,7.62,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)nc4)nc32)CC1
CHEMBL3237707,5.82,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)nn4)nc32)CC1
CHEMBL3237708,6.39,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCC(N)CC5)cn4)nc32)CC1
CHEMBL3237709,5.48,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2)CC1
CHEMBL3237710,5.66,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nn2)CC1
CHEMBL3237711,5.57,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2F)CC1
CHEMBL3237712,6.1,COc1nc(Nc2ncc3c4ccncc4n([C@H]4CC[C@H](C)CC4)c3n2)ccc1N1CCC(N(C)C)CC1
CHEMBL3237713,5.81,C[C@@H](O)CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nn2)CC1
CHEMBL3237714,5.98,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCN(C(=O)CO)CC5)nn4)nc32)CC1
CHEMBL3237715,5.4,CS(=O)(=O)CC1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nn2)CC1
CHEMBL3237716,5.79,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCC6(CC5)CCS(=O)(=O)C6)nn4)nc32)CC1
CHEMBL3237717,5.75,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc(N5CCC6(CCC(=O)N6)CC5)cn4)nc32)CC1
CHEMBL3237718,5.97,COc1nc(Nc2ncc3c4ccncc4n([C@H]4CC[C@H](C)CC4)c3n2)ccc1N1CCC2(CCC(=O)N2)CC1
CHEMBL3237719,5.65,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1
CHEMBL325053,4.17,C=CCOc1nc(N)nc2nc[nH]c12
CHEMBL325053,4.17,C=CCOc1nc(N)nc2nc[nH]c12
CHEMBL3261514,,NC(=O)c1sc(-c2ccnc(N)n2)nc1-c1ccc(Cl)cc1Cl
CHEMBL3261517,,COc1ccc(-c2nc(-c3ccnc(N)n3)sc2C(N)=O)c(Cl)c1
CHEMBL3263773,5.4,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1
CHEMBL3263869,,COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccnc(F)c4)n3)c(C)c2)cc1
CHEMBL326843,6.34,CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1
CHEMBL3301610,5.79,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1
CHEMBL3301610,6.43,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1
CHEMBL334050,4.6,C=C(COc1nc(N)nc2nc[nH]c12)c1ccccc1
CHEMBL334050,4.6,C=C(COc1nc(N)nc2nc[nH]c12)c1ccccc1
CHEMBL334881,5.21,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL334881,6.96,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL335069,5.35,CC(C)n1cnc2c(NCc3ccccc3)nc(CCC(C)(O)c3ccccc3)nc21
CHEMBL335852,5.55,CC(C)n1cnc2c(NCc3ccccc3)nc(CCCCCO)nc21
CHEMBL3361128,4.43,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21
CHEMBL336351,6.22,CC(C)n1cnc2c(NCc3ccccc3)nc(C#CC(C)(O)c3ccccc3)nc21
CHEMBL336776,6.3,CC(C)n1cnc2c(NCc3ccccc3)nc(C#CC3(O)CCCC3)nc21
CHEMBL337411,6.46,CC(C)n1cnc2c(NCc3ccccc3)nc(C#CCCO)nc21
CHEMBL338924,5.89,CCC(C)(O)CCc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
CHEMBL3402056,5.88,Nc1n[nH]c(N)c1/N=N/c1ccncc1
CHEMBL3402060,4.95,Cn1nc(N)c(/N=N/c2ccncc2)c1N
CHEMBL34267,,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OCc1ccccc1
CHEMBL352516,6,CC(C)n1cnc2c(NCc3ccccc3)nc(/C=C\CCCO)nc21
CHEMBL3545083,8.7,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1
CHEMBL35864,,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OC
CHEMBL359679,5.98,COc1ccc2cnc(Nc3ccccc3)nc2c1C(C)C
CHEMBL359951,6.57,COc1ccc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cc3)nc2c1C1CCCC1
CHEMBL360250,6.1,COc1ccc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cc3)nc2c1C(C)C
CHEMBL360342,7.52,Oc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1
CHEMBL3604462,8.4,COc1ccc(Nc2nccc(-c3ccc4nc(C)n(C(C)C)c4c3)n2)cc1
CHEMBL3604463,6.65,Cc1nc2ccc(-c3ccnc(Nc4ccc(N5CCNCC5)cn4)n3)cc2n1C(C)C
CHEMBL3604464,6,Cc1nc2ccc(-c3ccnc(Nc4ccc(CN5CCN(C(C)C)CC5)cn4)n3)cc2n1C(C)C
CHEMBL3604465,7,C#CCNc1nc(Nc2ccccc2)ncc1Br
CHEMBL3604466,6.3,C[C@H](CO)Nc1nc(Nc2ccc(S(N)=O)cc2)ncc1Br
CHEMBL3604467,8,C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(N)=O)cc2)ncc1Br
CHEMBL3604468,8.4,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(N)=O)cc2)ncc1Br
CHEMBL3604469,8.52,CC[S@@](=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)cc1
CHEMBL360675,,Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12
CHEMBL361537,,CCOc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1
CHEMBL361565,,Oc1ccc2oc3ncc(Cl)c(-c4ccccc4)c3c2c1
CHEMBL361573,4.15,Oc1ccc2oc3ncc(Br)c(-c4ccccc4)c3c2c1
CHEMBL361621,,COc1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2c1C(C)C
CHEMBL361708,7.66,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1
CHEMBL361769,,COc1ccc2cnc(Nc3ccc(N4CCCC4)cc3)nc2c1C1CCCC1
CHEMBL361958,5.8,COc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C1CCCC1
CHEMBL361987,6.12,Oc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1
CHEMBL3651966,,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1
CHEMBL3655762,6.24,CC[C@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O
CHEMBL3673434,7.03,COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1
CHEMBL367625,6.42,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21
CHEMBL37139,,COc1ccc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc1O
CHEMBL3714771,6.43,O=C(CNc1ccc(Cl)cc1)Nc1nc2ccc3[nH]ncc3c2s1
CHEMBL3714963,6.32,CC(C)(Nc1cccc(C(=O)NCC(=O)OCCO)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3715796,6.71,O=C(Nc1nc2ccc3[nH]ncc3c2s1)C1(Nc2cccc(O)c2)CC1
CHEMBL3715917,6.98,CC(C)(Nc1ccc(Cl)c(C(=O)NCCCS(N)(=O)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716102,6.73,CCNC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1F
CHEMBL3716137,6.42,O=C(Nc1nc2ccc3[nH]ncc3c2s1)C(CO)Nc1ccc(Cl)cc1
CHEMBL3716175,6.53,CC(C)(Nc1ccc(Cl)c(C(=O)NCCCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
